Timestamp,CURRENT,FREQ,POWER,SCALE_SPEED,TORQUE,VOLTAGE_AC
2017-08-22T13:23:04.874Z,0.874271,33.881836,0.022021,56.46875,0.204977,129.638672
2017-08-22T13:23:03.869Z,0.912589,32.574463,0.021777,54.293251,0.281396,125.671387
2017-08-22T13:23:02.859Z,0.915352,31.981201,0.021069,53.304775,0.261008,123.840332
2017-08-22T13:23:01.853Z,0.916421,32.13501,0.021973,53.559925,0.280463,124.389648
2017-08-22T13:23:00.661Z,0.910718,33.024902,0.022095,55.044125,0.265988,127.990723
2017-08-22T13:22:59.662Z,0.906708,34.603271,0.021802,57.672276,0.253848,133.605957
2017-08-22T13:22:58.639Z,0.882737,36.774902,0.02356,61.293724,0.193927,140.319824
2017-08-22T13:22:57.634Z,0.884876,39.418945,0.023267,65.700874,0.223965,148.803711
2017-08-22T13:22:56.622Z,0.8724,42.385254,0.02478,70.641075,0.272369,158.081055
2017-08-22T13:22:55.607Z,0.847181,45.498047,0.026563,75.831177,0.196573,168.395996
2017-08-22T13:22:54.598Z,0.863667,48.585205,0.027124,80.973602,0.245444,177.307129
2017-08-22T13:22:53.592Z,0.839429,51.463623,0.029419,85.773605,0.18381,186.645508
2017-08-22T13:22:52.583Z,0.844686,53.972168,0.029419,89.956024,0.20062,194.580078
2017-08-22T13:22:51.576Z,0.850657,55.968018,0.032544,93.281097,0.231592,201.171875
2017-08-22T13:22:50.569Z,0.83827,57.333984,0.032568,95.558228,0.235794,205.688477
2017-08-22T13:22:49.559Z,0.821517,57.993164,0.033887,96.656876,0.179297,207.702637
2017-08-22T13:22:48.550Z,0.83132,57.908936,0.035669,96.514053,0.193771,207.275391
2017-08-22T13:22:47.541Z,0.862152,57.081299,0.032861,95.13797,0.239374,204.345703
2017-08-22T13:22:46.538Z,0.863756,55.565186,0.032202,92.607498,0.237662,198.913574
2017-08-22T13:22:45.529Z,0.845488,53.441162,0.031567,89.067703,0.230191,191.894531
2017-08-22T13:22:44.523Z,0.856538,50.83374,0.029102,84.721474,0.191437,182.678223
2017-08-22T13:22:43.392Z,0.830161,47.889404,0.02793,79.817978,0.252136,172.058105
2017-08-22T13:22:42.374Z,0.850568,44.783936,0.029565,74.638298,0.197818,161.804199
2017-08-22T13:22:41.355Z,0.870439,41.685791,0.023828,69.479347,0.213693,152.709961
2017-08-22T13:22:40.348Z,0.901094,38.781738,0.023657,64.636848,0.221631,143.859863
2017-08-22T13:22:39.336Z,0.906708,36.23291,0.023853,60.388424,0.186301,134.94873
2017-08-22T13:22:38.328Z,0.879707,34.185791,0.022656,56.9776,0.260696,129.699707
2017-08-22T13:22:37.318Z,0.885945,32.76123,0.021704,54.599876,0.284509,125.793457
2017-08-22T13:22:36.311Z,0.889777,32.036133,0.020313,53.391602,0.258051,123.962402
2017-08-22T13:22:35.301Z,0.919005,32.054443,0.021216,53.421974,0.260385,124.450684
2017-08-22T13:22:34.300Z,0.916243,32.8125,0.021558,54.689301,0.265054,127.563477
2017-08-22T13:22:33.241Z,0.879261,41.835938,0.024365,69.725204,0.26163,154.907227
2017-08-22T13:22:29.999Z,0.864736,43.374023,0.025146,72.289154,0.232993,160.217285
2017-08-22T13:22:28.993Z,0.875341,46.497803,0.026953,77.496574,0.220697,170.227051
2017-08-22T13:22:27.985Z,0.843973,49.537354,0.027954,82.560875,0.236572,180.114746
2017-08-22T13:22:26.976Z,0.848875,52.313232,0.030322,87.19175,0.194083,189.208984
2017-08-22T13:22:25.969Z,0.84629,54.675293,0.031982,91.123749,0.24342,196.899414
2017-08-22T13:22:24.962Z,0.840498,56.477051,0.033423,94.13147,0.224121,202.819824
2017-08-22T13:22:23.950Z,0.855647,57.626953,0.031519,96.042496,0.23595,206.481934
2017-08-22T13:22:22.955Z,0.846647,58.048096,0.034497,96.747299,0.192371,207.824707
2017-08-22T13:22:21.940Z,0.843617,57.722168,0.034204,96.205444,0.209024,206.787109
2017-08-22T13:22:20.929Z,0.852974,56.66748,0.032642,94.447998,0.206067,203.308105
2017-08-22T13:22:19.888Z,0.842637,52.650146,0.030908,87.753281,0.233304,190.124512
2017-08-22T13:22:18.132Z,0.841924,51.331787,0.029468,85.552376,0.246844,184.265137
2017-08-22T13:22:17.124Z,0.856895,48.438721,0.028198,80.729149,0.247934,173.706055
2017-08-22T13:22:16.115Z,0.881578,45.3479,0.026831,75.577499,0.239996,164.672852
2017-08-22T13:22:15.107Z,0.866875,42.235107,0.025024,70.392723,0.231592,154.602051
2017-08-22T13:22:14.096Z,0.867053,39.283447,0.023755,65.472076,0.233148,146.240234
2017-08-22T13:22:13.092Z,0.883361,36.657715,0.023462,61.097599,0.25914,137.695312
2017-08-22T13:22:12.080Z,0.870796,34.511719,0.022485,57.520073,0.27128,131.103516
2017-08-22T13:22:11.071Z,0.877034,32.966309,0.021777,54.94455,0.220074,126.647949
2017-08-22T13:22:10.067Z,0.87944,32.113037,0.022339,53.5187,0.259296,124.145508
2017-08-22T13:22:09.060Z,0.884876,31.99585,0.021069,53.324249,0.287155,124.023438
2017-08-22T13:22:08.051Z,0.915262,32.62207,0.022217,54.372326,0.261475,126.037598
2017-08-22T13:22:07.044Z,0.880776,33.962402,0.021973,56.602875,0.235172,130.187988
2017-08-22T13:22:06.038Z,0.904213,35.932617,0.02063,59.888023,0.246689,136.779785
2017-08-22T13:22:05.029Z,0.850122,38.422852,0.02417,64.039452,0.245755,144.53125
2017-08-22T13:22:04.029Z,0.875786,41.290283,0.025317,68.819176,0.219608,153.869629
2017-08-22T13:22:03.016Z,0.860013,44.370117,0.025781,73.953201,0.250735,163.879395
2017-08-22T13:22:02.008Z,0.837379,47.486572,0.0271,79.147247,0.183499,174.01123
2017-08-22T13:22:00.986Z,0.845221,50.463867,0.028589,84.103546,0.198285,183.166504
2017-08-22T13:21:59.865Z,0.855914,53.122559,0.029712,88.538025,0.23595,192.199707
2017-08-22T13:21:58.858Z,0.854934,55.316162,0.029736,92.196426,0.226456,199.035645
2017-08-22T13:21:57.850Z,0.82722,56.920166,0.032935,94.869049,0.226923,204.589844
2017-08-22T13:21:56.838Z,0.857786,57.843018,0.031641,96.402695,0.20918,207.336426
2017-08-22T13:21:55.836Z,0.865449,58.026123,0.032227,96.709473,0.255249,207.641602
2017-08-22T13:21:54.825Z,0.82125,57.462158,0.032471,95.771774,0.236728,205.383301
2017-08-22T13:21:53.821Z,0.846736,56.187744,0.033496,93.643326,0.220386,201.11084
2017-08-22T13:21:52.735Z,0.848251,54.268799,0.032422,90.446198,0.238129,192.993164
2017-08-22T13:21:51.723Z,0.854132,51.818848,0.031738,86.363625,0.216962,184.997559
2017-08-22T13:21:50.716Z,0.839251,48.977051,0.028906,81.629623,0.201553,174.743652
2017-08-22T13:21:49.710Z,0.839785,45.908203,0.027686,76.515602,0.229257,162.963867
2017-08-22T13:21:48.700Z,0.860905,42.788086,0.024854,71.314697,0.244354,155.700684
2017-08-22T13:21:47.693Z,0.863311,39.796143,0.024854,66.32505,0.204199,146.850586
2017-08-22T13:21:46.685Z,0.876945,37.10083,0.023584,61.832676,0.196884,139.099121
2017-08-22T13:21:45.675Z,0.884697,34.855957,0.022388,58.095123,0.286066,131.835938
2017-08-22T13:21:44.494Z,0.88443,32.614746,0.021289,54.3578,0.220541,125.793457
2017-08-22T13:21:43.484Z,0.888529,31.992188,0.020605,53.320499,0.277039,124.023438
2017-08-22T13:21:42.462Z,0.913035,32.116699,0.02251,53.525951,0.275949,124.206543
2017-08-22T13:21:41.444Z,0.908312,32.977295,0.022388,54.962376,0.271436,127.01416
2017-08-22T13:21:40.440Z,0.905638,34.530029,0.021899,57.547451,0.254004,131.774902
2017-08-22T13:21:39.430Z,0.905282,36.679688,0.022192,61.132973,0.242798,138.427734
